event_id,sid,early_probability,event_proximal_probability,delta,positive_temporal_change
000215_01,S7025,0.9287284510503607,0.9575320881302327,0.02880363707987199,1
000215_02,S7025,0.8473542196279076,0.9094420390653457,0.06208781943743813,1
000216_01,S7025,0.8444106936113547,0.9530293816175738,0.1086186880062191,1
000216_02,S7025,0.9642263388156918,0.9547809877644743,-0.009445351051217465,0
000217_01,S7025,0.7630772517634397,0.9753902969289681,0.2123130451655284,1
000217_02,S7025,0.9106442378406041,0.9774837607869008,0.06683952294629669,1
000220_01,S7025,0.8384520037286197,0.8920276485097662,0.053575644781146514,1
000220_02,S7025,0.9097605435195051,0.9497263986443529,0.03996585512484785,1
000221_01,S7025,0.8584466471165931,0.9528190177737702,0.09437237065717707,1
000221_02,S7025,0.9148398500803944,0.9825108151948488,0.06767096511445447,1
000222_01,S7025,0.8241183728477837,0.9383426895034005,0.11422431665561683,1
000222_02,S7025,0.894386397503092,0.9681947979431852,0.07380840044009318,1
000223_01,S7025,0.8131746937682058,0.9300050806693736,0.11683038690116776,1
000223_02,S7025,0.9094639374510389,0.9773336606276086,0.0678697231765697,1
000224_01,S7025,0.7463263629987605,0.9080161226135594,0.1616897596147988,1
000224_02,S7025,0.9211269034145353,0.9402244963832791,0.019097592968743804,1
000226_01,S7025,0.8739948539250092,0.9385666498738884,0.06457179594887918,1
000226_02,S7025,0.8910734926211163,0.9679652492108034,0.07689175658968705,1
000229_01,S7025,0.7696366723718393,0.9012149797458329,0.13157830737399356,1
000229_02,S7025,0.8890043482980942,0.9852738504133726,0.0962695021152784,1
000230_01,S7025,0.8586938497206923,0.929431700366562,0.07073785064586968,1
000230_02,S7025,0.9449241344854495,0.9609402681939195,0.016016133708469993,1
000231_01,S7025,0.7080989082226102,0.9032995606114339,0.19520065238882367,1
000231_02,S7025,0.8460022143916882,0.9539006591856538,0.1078984447939656,1
000232_01,S7025,0.8034631939734459,0.9492681175642703,0.14580492359082442,1
000232_02,S7025,0.9371437401566166,0.9612162236449359,0.024072483488319252,1
000233_01,S7025,0.7211395100511602,0.8759150777703762,0.15477556771921608,1
000233_02,S7025,0.9303663000706118,0.9787346711986669,0.04836837112805503,1
000234_01,S7025,0.7060255781684794,0.9469902908271306,0.24096471265865116,1
000234_02,S7025,0.9257010414434018,0.9755187936097037,0.04981775216630191,1
000235_01,S7025,0.7060881971761571,0.9086771793857025,0.20258898220954535,1
000235_02,S7025,0.8911883594837678,0.9805131452751579,0.08932478579139003,1
000236_01,S7025,0.8366532673052133,0.9305271494694719,0.09387388216425863,1
000236_02,S7025,0.8693074470694029,0.9614433890673546,0.09213594199795172,1
000237_01,S7025,0.7548390519547058,0.933308768254996,0.17846971630029018,1
000237_02,S7025,0.9182513212137229,0.9774066894743197,0.05915536826059686,1
000238_01,S7025,0.8648634632638105,0.9499037036119047,0.08504024034809421,1
000238_02,S7025,0.9332398318865691,0.9746613193113409,0.04142148742477181,1
000239_01,S7025,0.9194477228722097,0.9062673579765358,-0.013180364895673868,0
000239_02,S7025,0.8848289268210243,0.9616933759297344,0.07686444910871004,1
000240_01,S7025,0.7856082035270787,0.8451382438655101,0.059530040338431345,1
000240_02,S7025,0.8365194428791624,0.9517182577290193,0.11519881484985695,1
000241_01,S7025,0.8323279723355629,0.9241566595186521,0.09182868718308923,1
000241_02,S7025,0.9275383076405282,0.9661185655359286,0.038580257895400316,1
000242_01,S7025,0.8083157143478394,0.8897050908430922,0.0813893764952528,1
000242_02,S7025,0.8084806705323878,0.929531588131977,0.12105091759958919,1
000243_01,S7025,0.6737830809466898,0.9177934596251901,0.24401037867850028,1
000243_02,S7025,0.8851919635750196,0.9698735780009642,0.08468161442594457,1
000244_01,S7025,0.8323823315779333,0.9344070530319614,0.10202472145402808,1
000244_02,S7025,0.9528288025373112,0.9471734206899344,-0.005655381847376795,0
000245_01,S7025,0.821059546717228,0.9533832478957447,0.13232370117851666,1
000245_02,S7025,0.8903089153726281,0.9460475944683598,0.055738679095731714,1
000247_01,S7025,0.7874255900143787,0.9353828372665434,0.14795724725216464,1
000247_02,S7025,0.917572787825524,0.9785692269248388,0.06099643909931485,1
000248_01,S7025,0.805117493546198,0.9545792887025824,0.14946179515638436,1
000248_02,S7025,0.9100776634114155,0.9835606304520733,0.07348296704065782,1
000249_01,S7025,0.4666563219854305,0.8533087644696558,0.38665244248422526,1
000249_02,S7025,0.878990048925364,0.9565468957324385,0.07755684680707442,1
000250_01,S7025,0.8006442000838115,0.8556257529230505,0.054981552839239,1
000250_02,S7025,0.8653300394959248,0.9346737522680226,0.06934371277209783,1
000251_01,S7025,0.8460131903044718,0.9267502839894409,0.08073709368496917,1
000251_02,S7025,0.8993532682919475,0.8946794322460615,-0.004673836045886004,0
000252_01,S7025,0.7082405539548287,0.8980100014979168,0.1897694475430881,1
000252_02,S7025,0.9106038164319398,0.9617262163925684,0.05112239996062862,1
000253_01,S7025,0.7405683175639172,0.8976114993323948,0.15704318176847765,1
000253_02,S7025,0.8287300578195532,0.9672998073730887,0.13856974955353552,1
000254_01,S7025,0.8041156693474031,0.9347994065221141,0.13068373717471105,1
000254_02,S7025,0.8214578736491668,0.9525739474376215,0.1311160737884547,1
000255_01,S7025,0.8503272665704468,0.9644253447041005,0.11409807813365369,1
000255_02,S7025,0.893578826127625,0.9596102444299226,0.06603141830229764,1
000256_01,S7025,0.7689147334677366,0.8934129671166728,0.1244982336489362,1
000256_02,S7025,0.8918245680975564,0.9607008732405141,0.06887630514295773,1
000257_01,S7025,0.6624938332128745,0.8684151246623112,0.20592129144943672,1
000257_02,S7025,0.9362136730235543,0.9549444304226452,0.018730757399090914,1
000259_01,S7025,0.6604598111227952,0.9248980002227589,0.26443818909996375,1
000259_02,S7025,0.7753096896602281,0.9617661627907523,0.18645647313052427,1
000260_01,S7025,0.8362042870589894,0.9519373278998632,0.11573304084087377,1
000260_02,S7025,0.8585646827115498,0.9646344205676958,0.10606973785614593,1
000261_01,S7025,0.7258015169690031,0.9214314672270928,0.1956299502580897,1
000261_02,S7025,0.9158236143067975,0.9657216133734992,0.04989799906670167,1
000263_01,S7025,0.9044437586733285,0.9296237756566887,0.025180016983360254,1
000263_02,S7025,0.8858593117078878,0.912383966898951,0.026524655191063173,1
000264_01,S7025,0.7296122365015293,0.936859373799615,0.20724713729808575,1
000264_02,S7025,0.941328130505624,0.95407147121494,0.012743340709315931,1
000265_01,S7025,0.8087127884410544,0.9303110709355759,0.12159828249452143,1
000265_02,S7025,0.8549527948989238,0.9480014861989725,0.09304869130004867,1
002888_01,S7414,0.06586537224993223,0.19323852479885073,0.1273731525489185,1
002888_02,S7414,0.048242150595421474,0.2336792677097569,0.18543711711433541,1
002889_01,S7414,0.06373488866168987,0.1570969379078474,0.09336204924615753,1
002889_02,S7414,0.05671272875014404,0.27448950414971585,0.2177767753995718,1
002890_01,S7414,0.040641747782486984,0.2264927189993955,0.18585097121690852,1
002890_02,S7414,0.0492723701079523,0.16593266688282568,0.11666029677487338,1
002891_01,S7414,0.05761953167531083,0.1444613267402267,0.08684179506491585,1
002891_02,S7414,0.027931924459627996,0.11107773838752241,0.08314581392789441,1
002892_01,S7414,0.04683708550195657,0.1932089123880553,0.14637182688609873,1
002892_02,S7414,0.055255528084407125,0.1996091991636318,0.14435367107922467,1
002894_01,S7414,0.07660069004173604,0.22723008014678975,0.15062939010505372,1
002894_02,S7414,0.06373037017007847,0.2450073862287532,0.18127701605867474,1
002895_01,S7414,0.06579337540880802,0.2879396655310224,0.22214629012221437,1
002895_02,S7414,0.05982592421174829,0.10285932930854447,0.04303340509679618,1
002896_01,S7414,0.040695530612068084,0.10964041275018194,0.06894488213811385,1
002896_02,S7414,0.047740629151671786,0.1901081321353292,0.1423675029836574,1
002898_01,S7414,0.04688610714214481,0.22570780830093334,0.17882170115878854,1
002898_02,S7414,0.06179025759463107,0.20777028348144494,0.14598002588681386,1
002899_01,S7414,0.061258498591794906,0.2134766699206412,0.1522181713288463,1
002899_02,S7414,0.061970625184456764,0.2246275404009522,0.16265691521649545,1
002900_01,S7414,0.08601947635600954,0.32261029649920786,0.23659082014319832,1
002900_02,S7414,0.061433349669110814,0.18327745976793464,0.12184411009882382,1
002901_01,S7414,0.06696157415536964,0.40943172452724996,0.34247015037188033,1
002901_02,S7414,0.04779111412769043,0.1465736944368445,0.09878258030915407,1
002902_01,S7414,0.11104135085884537,0.31605939120550797,0.2050180403466626,1
002902_02,S7414,0.04941463673281017,0.1787000429011534,0.12928540616834322,1
002903_01,S7414,0.06184453177498623,0.2482564329243851,0.18641190114939887,1
002903_02,S7414,0.06720344950506955,0.19836219451695597,0.1311587450118864,1
002904_01,S7414,0.046564166577412476,0.20094859902307527,0.1543844324456628,1
002904_02,S7414,0.09473062982859147,0.3192878666637872,0.22455723683519574,1
002905_01,S7414,0.059543659917210265,0.18432092377530454,0.12477726385809428,1
002905_02,S7414,0.052202913014523,0.24035547123784343,0.18815255822332044,1
002906_01,S7414,0.07898272662942167,0.22114920434144636,0.14216647771202467,1
002906_02,S7414,0.12543603254529237,0.30290979260791595,0.17747376006262358,1
002907_01,S7414,0.05752521098401492,0.1792203885353673,0.12169517755135237,1
002907_02,S7414,0.06782182127912433,0.24624273269519092,0.17842091141606659,1
002908_01,S7414,0.05892115650709544,0.19262297622890115,0.13370181972180573,1
002908_02,S7414,0.027650012514070246,0.2049807383834216,0.17733072586935134,1
002910_01,S7414,0.0317469642532581,0.19172668505251933,0.15997972079926123,1
002910_02,S7414,0.03977913810760426,0.24194618978915555,0.2021670516815513,1
002911_01,S7414,0.06841612263500746,0.29190401669182786,0.2234878940568204,1
002911_02,S7414,0.040194731219273826,0.14145084703187458,0.10125611581260074,1
002912_01,S7414,0.06737962339635993,0.17544196942158666,0.10806234602522673,1
002912_02,S7414,0.05752443752684725,0.19811397614873405,0.1405895386218868,1
002913_01,S7414,0.0724621350140949,0.27029177817365424,0.19782964315955934,1
002913_02,S7414,0.048638887758399536,0.27517171018445924,0.2265328224260597,1
002914_01,S7414,0.08523092848283746,0.3776761900246156,0.29244526154177813,1
002914_02,S7414,0.061279094313733906,0.21288115798880117,0.15160206367506726,1
002915_01,S7414,0.12827170001166818,0.2612947261893396,0.1330230261776714,1
002915_02,S7414,0.07111323304606193,0.20981097080855785,0.13869773776249592,1
002916_01,S7414,0.06773967241605038,0.2754026944362087,0.2076630220201583,1
002916_02,S7414,0.039912678141343035,0.15929666681241433,0.1193839886710713,1
002917_01,S7414,0.03721463130809352,0.2691689081410452,0.2319542768329517,1
002917_02,S7414,0.04240721227496552,0.2246345206023089,0.18222730832734338,1
002918_01,S7414,0.06463148325420111,0.16757565129169752,0.10294416803749641,1
002918_02,S7414,0.060343016435328536,0.19747882564437963,0.1371358092090511,1
002920_01,S7414,0.054689289698861686,0.22132034886650684,0.16663105916764515,1
002920_02,S7414,0.05182796331129438,0.19594871120283736,0.14412074789154297,1
002921_01,S7414,0.05430258630401977,0.19350388799737125,0.1392013016933515,1
002921_02,S7414,0.06181324221059281,0.2071993925338378,0.14538615032324498,1
002922_01,S7414,0.09913101625357987,0.1344610019238338,0.035329985670253944,1
002922_02,S7414,0.05132780025660717,0.19682559314162842,0.14549779288502124,1
002923_01,S7414,0.07470769333935277,0.28579677636920137,0.21108908302984858,1
002923_02,S7414,0.0565082095858387,0.23554287443764862,0.1790346648518099,1
002924_01,S7414,0.07266434222159256,0.2808164760379251,0.20815213381633252,1
002924_02,S7414,0.06219057136677311,0.17678661132731857,0.11459603996054546,1
002925_01,S7414,0.08903258778398128,0.21526459850035626,0.12623201071637496,1
002925_02,S7414,0.07956810681330785,0.3450794311473247,0.26551132433401686,1
002926_01,S7414,0.15161236445131046,0.46526659816923016,0.3136542337179197,1
002926_02,S7414,0.07592655721269727,0.22864976706523257,0.1527232098525353,1
002927_01,S7414,0.1101801859990359,0.38764693493714053,0.27746674893810463,1
002927_02,S7414,0.08428225857800481,0.28975126888017655,0.20546901030217174,1
002929_01,S7414,0.07266883041922345,0.2948808273951959,0.22221199697597244,1
002929_02,S7414,0.08384381537088656,0.3409009449032052,0.25705712953231863,1
002930_01,S7414,0.09406215929091043,0.26778822700052685,0.1737260677096164,1
002930_02,S7414,0.11141626850607199,0.40069855435107526,0.28928228584500326,1
002931_01,S7414,0.07039985459017081,0.37096844590362055,0.3005685913134497,1
002931_02,S7414,0.08998783017288885,0.2951480737402543,0.20516024356736545,1
002932_01,S7414,0.08423508414804265,0.2069910762398781,0.12275599209183546,1
002932_02,S7414,0.08629782679366974,0.37368988185189006,0.2873920550582203,1
002934_01,S7414,0.06397659085166792,0.450364816773818,0.3863882259221501,1
002934_02,S7414,0.07211800670867875,0.21217748632350983,0.14005947961483106,1
002935_01,S7414,0.06104396906738095,0.3119737649680968,0.25092979590071585,1
002935_02,S7414,0.05109961933224242,0.18488112452450595,0.13378150519226353,1
002936_01,S7414,0.0587164603249259,0.24088334142825024,0.18216688110332435,1
002936_02,S7414,0.07288167556516627,0.1990879302357219,0.12620625467055563,1
002938_01,S7414,0.07587005582584162,0.2055818391331678,0.1297117833073262,1
002938_02,S7414,0.13652995883092656,0.22172619044113437,0.08519623161020781,1
002939_01,S7414,0.057949165784780564,0.200795888068553,0.14284672228377243,1
002939_02,S7414,0.055244711797216246,0.3273333528575586,0.27208864106034236,1
002940_01,S7414,0.08689338341594591,0.2089395726550458,0.1220461892390999,1
002940_02,S7414,0.0533161073125321,0.12834726256878906,0.07503115525625696,1
002941_01,S7414,0.07689112061010503,0.24127258614249936,0.16438146553239433,1
002941_02,S7414,0.08677332675093496,0.24165463999845205,0.15488131324751708,1
002942_01,S7414,0.10263508916066987,0.3382554421456733,0.23562035298500345,1
002942_02,S7414,0.06261680965677217,0.22117121673630086,0.15855440707952867,1
002943_01,S7414,0.13790228631333817,0.265293434791257,0.12739114847791883,1
002943_02,S7414,0.06268680651604344,0.19827983495074616,0.13559302843470272,1
002944_01,S7414,0.07384138657379609,0.256767469865444,0.18292608329164795,1
002944_02,S7414,0.04601137055817584,0.19464425414644984,0.148632883588274,1
002945_01,S7414,0.0838852039846534,0.33350457896245544,0.24961937497780204,1
002945_02,S7414,0.08880969998487886,0.27294045805205785,0.184130758067179,1
002946_01,S7414,0.09080558622806621,0.3273164546090008,0.23651086838093455,1
002946_02,S7414,0.07430047765273359,0.17053908579903407,0.09623860814630047,1
002947_01,S7414,0.08567573605257102,0.3380926768221383,0.2524169407695673,1
002947_02,S7414,0.08191753631229988,0.3051623414587624,0.22324480514646255,1
002948_01,S7414,0.12204263787473295,0.28687182083718643,0.16482918296245347,1
002948_02,S7414,0.06724730477630055,0.22724052007530376,0.15999321529900323,1
002949_01,S7414,0.08890494614920393,0.3721432479463723,0.2832383017971684,1
002949_02,S7414,0.089431853648585,0.316989758971335,0.22755790532275003,1
002950_01,S7414,0.08961288209636571,0.18471368145951889,0.09510079936315317,1
002950_02,S7414,0.09205545083644553,0.2810134387948101,0.18895798795836458,1
002952_01,S7414,0.13207982607055255,0.2689076798766918,0.13682785380613924,1
002952_02,S7414,0.10325313229828217,0.2416770988736704,0.13842396657538822,1
002953_01,S7414,0.11012009966040187,0.28304852550812987,0.172928425847728,1
002953_02,S7414,0.050175807958041704,0.3257585402855417,0.27558273232749997,1
002954_01,S7414,0.09549747742668058,0.28645768145864975,0.19096020403196917,1
002954_02,S7414,0.0796853367361497,0.24669406732857319,0.1670087305924235,1
002955_01,S7414,0.08133084955845818,0.3508713548590894,0.26954050530063123,1
002955_02,S7414,0.10982751871559533,0.19283962455354886,0.08301210583795353,1
002956_01,S7414,0.13267628052769162,0.3206481136328821,0.18797183310519047,1
002956_02,S7414,0.11522776726571951,0.3087066635331394,0.1934788962674199,1
002957_01,S7414,0.08512671063610378,0.36533372457080654,0.28020701393470276,1
002957_02,S7414,0.07122536263396508,0.22786965521340788,0.1566442925794428,1
002958_01,S7414,0.06905526585084287,0.30113856000970296,0.2320832941588601,1
002958_02,S7414,0.07087504644807775,0.266711163376115,0.19583611692803726,1
002959_01,S7414,0.08870336851259601,0.20174791580033044,0.11304454728773443,1
002959_02,S7414,0.12798133540482634,0.17599040662812881,0.048009071223302474,1
002960_01,S7414,0.07808078320797271,0.15413228203811188,0.07605149883013917,1
002960_02,S7414,0.05613822743151052,0.13661436550682565,0.08047613807531513,1
002961_01,S7414,0.04840248241540698,0.215660408948577,0.16725792653317,1
002961_02,S7414,0.05952947508811948,0.3186261216657754,0.25909664657765596,1
002962_01,S7414,0.06659513435611895,0.23559427831110946,0.1689991439549905,1
