event_id,episode_id,window,physical_view_id,source_frame,image,image_bytes,image_sha256
000145_02,000145,ready,front_view,393,images/000145_02_ready_front_view.jpg,49114,b6f126013df254b1e21d16645e0bb93a0ab0448d6c0e5a7b6abb1ffac05dac3b
000145_01,000145,early,human_front_view,182,images/000145_01_early_human_front_view.jpg,55830,9d30aa33137f71473270e81df122f437c8a2d0d6c783736e902f8e096138bf75
000145_01,000145,ready,human_front_view,214,images/000145_01_ready_human_front_view.jpg,73210,1d4853ba6143eb731ea1bd7eb5ab427d9c472d24e0a47655aa0fc8054300a9fd
000145_02,000145,early,human_front_view,364,images/000145_02_early_human_front_view.jpg,51492,8ca08aec375c2508fab0a502483b22ced1e95945c76c8d81de749a9fa95a48f5
000145_02,000145,ready,human_front_view,393,images/000145_02_ready_human_front_view.jpg,73560,3b21c6aee037a26bbfd02b9c3b9ecdb3e5ec26794339238c84c06feb90a3af7e
000145_01,000145,early,left_wrist_view,182,images/000145_01_early_left_wrist_view.jpg,44770,3a36d1a15be292283bc2d5c6c52b13bef15a42445f6c63acc809a69f47de83d2
000145_01,000145,ready,left_wrist_view,214,images/000145_01_ready_left_wrist_view.jpg,41919,ab12a6bab5d7867bbb4b372f996aa47fc41f03656dd1dbf8ab44f1a6f9422a47
000145_02,000145,early,left_wrist_view,364,images/000145_02_early_left_wrist_view.jpg,37247,3f63406263edda9b34e7300b51da6c94c8417145bd10c85dba80516b10ef16a3
000145_02,000145,ready,left_wrist_view,393,images/000145_02_ready_left_wrist_view.jpg,39377,264345b91a6343b0fe2a269028593d270ed75ca69c1a8a0965249b30599b195e
000145_01,000145,early,right_wrist_view,182,images/000145_01_early_right_wrist_view.jpg,43745,d28023ba43bce343188e6fe696fa14427fa80d38989c2ef8ec3c5cae9319b08d
000145_01,000145,ready,right_wrist_view,214,images/000145_01_ready_right_wrist_view.jpg,46017,ed59462b66bb7ae22eac999d3ba3894ecff1a363435c500a71dad9c5f7fac660
000145_02,000145,early,right_wrist_view,364,images/000145_02_early_right_wrist_view.jpg,38255,24d8a11d2652a65fb1083c9bbb2b77f824eefbb0218c92c3cc9181c6fbffec93
000145_02,000145,ready,right_wrist_view,393,images/000145_02_ready_right_wrist_view.jpg,43866,867ce519072c2ef20312fa1f1447a0fde50f3e9e168d809f3edc80cdb7afd97e
000153_01,000153,early,exo_view,183,images/000153_01_early_exo_view.jpg,47198,cc44b88799afa762d762602fa26a9852197542a61f6aa642c73bb393ded68ef7
000153_01,000153,ready,exo_view,212,images/000153_01_ready_exo_view.jpg,50624,6bac69fc810933c3d4ac034b7b353f8dd6c6ea05da53a4e3c36480cee40d47c7
000153_02,000153,early,exo_view,367,images/000153_02_early_exo_view.jpg,50748,5bf7bb077dd4cbc62c1fae9b2fbaed433340052cbbd0a2e31401bffec4bee4c3
000153_02,000153,ready,exo_view,391,images/000153_02_ready_exo_view.jpg,51056,83f251e59440561f93a7948e98936c8280f576bdccf64bb4d242b68fcea44a99
000153_01,000153,early,front_view,183,images/000153_01_early_front_view.jpg,55284,e621be637cd34b8e83482482d72aee8edca62a19699378d57b060711e7986ce0
000153_01,000153,ready,front_view,212,images/000153_01_ready_front_view.jpg,49259,abf797bec25f997db8420e7b9230e749184488a8cbb7457a3b500061a22ae37b
000153_02,000153,early,front_view,367,images/000153_02_early_front_view.jpg,53011,df552d7bd876f83d21eb2360a3a7e72c71b24d37c6a3c39fdd6201b19487d602
000153_02,000153,ready,front_view,391,images/000153_02_ready_front_view.jpg,47693,70091b13d9a79e2f457b9f5496fdd26c396d04d80a321c1820bda1e2aa9ea454
000153_01,000153,early,human_front_view,183,images/000153_01_early_human_front_view.jpg,54014,c59412011c9433fc553f204fd33f237714a49e865033e77f8a10f69c7b7f81e6
000153_01,000153,ready,human_front_view,212,images/000153_01_ready_human_front_view.jpg,76429,997b553e1304bc7008ff28cb4908120bdb6cc0781208d4ace1edb0a6a64a5f97
000153_02,000153,early,human_front_view,367,images/000153_02_early_human_front_view.jpg,58512,287f65fdf6b16e260c561a2e4d5fdc9dd7509938880416b1ece57c362574dacd
000153_02,000153,ready,human_front_view,391,images/000153_02_ready_human_front_view.jpg,77524,fc9df8fde43ef6764175f471b2063fe44a0e130b35123ec312a216fe7ac93505
000153_01,000153,early,left_wrist_view,183,images/000153_01_early_left_wrist_view.jpg,39204,b7eaca8ee55d4aed0adb3d0e8321ba1d63d3f4cf024ace32a1707d39fb0b5b94
000153_01,000153,ready,left_wrist_view,212,images/000153_01_ready_left_wrist_view.jpg,35748,dc5d9849361b1250b28bfc2c29cb7cfe49790ba43979741a27821e97329d7055
000153_02,000153,early,left_wrist_view,367,images/000153_02_early_left_wrist_view.jpg,34353,0af9f75f3052a5e03571efec0cded2d705344fb68b5dbbb410dd523b965d6f4c
000153_02,000153,ready,left_wrist_view,391,images/000153_02_ready_left_wrist_view.jpg,38899,815b8ceb5bbb54d8f66dc2ab8654718dbfecf1cf7d690a4197ac9fb6a21362a2
000153_01,000153,early,right_wrist_view,183,images/000153_01_early_right_wrist_view.jpg,44780,cf7264671b03be6b3b810b71851d5cd3083a43e4412aa6593581d6c09f2e7a14
000153_01,000153,ready,right_wrist_view,212,images/000153_01_ready_right_wrist_view.jpg,54136,7cf22731af2016604fa579131c02460dd560d3dd0ceaf0d9d043c3e507bd2ae3
000153_02,000153,early,right_wrist_view,367,images/000153_02_early_right_wrist_view.jpg,38518,394e872938211f462ede4d274419296bdd0c870120c02af5feb982e3591ac60a
000153_02,000153,ready,right_wrist_view,391,images/000153_02_ready_right_wrist_view.jpg,40671,b5c682c993c1c1ef9fc899c964b789df599a2176530a420507cffe0f531c0464
000162_01,000162,early,exo_view,185,images/000162_01_early_exo_view.jpg,49234,8781283f4d47f4cea7cce9a33fe627fa63d9cb500e8e09282032810d6136e542
000162_01,000162,ready,exo_view,220,images/000162_01_ready_exo_view.jpg,51241,778c8ab1e7462fd894bf35d3684b50f1c4fc9c5ca3e9b456f100fdd0a2c9f745
000162_02,000162,early,exo_view,375,images/000162_02_early_exo_view.jpg,49319,e68ec5cd222dbffa902503da0019e9497cc04933c81ff5102820218356745c3e
000162_02,000162,ready,exo_view,407,images/000162_02_ready_exo_view.jpg,51071,e1b21833bef39bd11fcd1d3eb628201c9d920c8e8cb72f2b19de8309f075724e
000162_01,000162,early,front_view,185,images/000162_01_early_front_view.jpg,57593,d7bb05a257024baa3a9bb05bd919adbd2017e5257e94ff4834cc9e716efe4cd1
000162_01,000162,ready,front_view,220,images/000162_01_ready_front_view.jpg,51008,3cbf9d5109af548b7b33ddaba8cd6a36ca3ef3a4f2fb5d32564edb180fab2251
000162_02,000162,early,front_view,375,images/000162_02_early_front_view.jpg,54756,930cd92dec33c202b5c3e146b8966fbe796630917a5ab6985b104b44056a0d0e
000162_02,000162,ready,front_view,407,images/000162_02_ready_front_view.jpg,50374,126e6a4f1b945e0f02b3ff010f6a0f8b1fbcee794730d2b07fd161b7160fb09e
000162_01,000162,early,human_front_view,185,images/000162_01_early_human_front_view.jpg,57354,17aa6255ead286ccade2e5ac2ea1aa4c899f30d7c0bd6188cf8cf924453f6b2c
000162_01,000162,ready,human_front_view,220,images/000162_01_ready_human_front_view.jpg,74195,2bb2af10cc48380bf2767d5ac5b61bf27e95e4645e6e6294db387bfc2478e458
000162_02,000162,early,human_front_view,375,images/000162_02_early_human_front_view.jpg,51496,147724d321af6ea1d2af2c0c17539a6ff1fce8246f6b3f957c784ebd5f9833e5
000162_02,000162,ready,human_front_view,407,images/000162_02_ready_human_front_view.jpg,75287,1ff4fa8df14602c13ee3cba2bc26c7eef492f42306654e7476ef057c4d2499de
000162_01,000162,early,left_wrist_view,185,images/000162_01_early_left_wrist_view.jpg,40655,cfedfcbf8f0292efcd46efd427dedd7e5216f465018d15980687d13925816d0b
000162_01,000162,ready,left_wrist_view,220,images/000162_01_ready_left_wrist_view.jpg,35908,02e56e56da4fd52b8757ac4370abad7c7026780609c50e91652b0f4da71dcc5e
000162_02,000162,early,left_wrist_view,375,images/000162_02_early_left_wrist_view.jpg,43511,28b70d071af12bde8e3729bd76c3e2ef4997323bb6f8564ce6568fba36625256
000162_02,000162,ready,left_wrist_view,407,images/000162_02_ready_left_wrist_view.jpg,36857,2dd2dfe0e4ea0716af6c4d8e2962f772f4a0af52121dfb2a45c634382681cc3d
000162_01,000162,early,right_wrist_view,185,images/000162_01_early_right_wrist_view.jpg,41278,b8351bc0bf0a93620e83782572e182f72d6b48a10e736a3628eed17a0461cc36
000162_01,000162,ready,right_wrist_view,220,images/000162_01_ready_right_wrist_view.jpg,50466,a1b3492e018ebdf6cc396a7bded734f59fb5663b281a32e3476c74ed399d578f
000162_02,000162,early,right_wrist_view,375,images/000162_02_early_right_wrist_view.jpg,40012,9b0f00347c80acf82c2262a68c27ebc98164bb8a566d37b4b36b0181473162ca
000162_02,000162,ready,right_wrist_view,407,images/000162_02_ready_right_wrist_view.jpg,37559,b74027a8538bb7b7a0d72de627700e601dc1bfb2bf30f36fe15c8c242def8f0c
000164_01,000164,early,exo_view,209,images/000164_01_early_exo_view.jpg,49182,7224955dad9b34678fa691a04916379e444b47ce0f3579f1b78a2ed9ae802225
000164_01,000164,ready,exo_view,239,images/000164_01_ready_exo_view.jpg,51468,a3ad933126fd6794062bab9d055142f1984967bd1e0aaff4115957214fa84b02
000164_02,000164,early,exo_view,386,images/000164_02_early_exo_view.jpg,48400,7b37bc5ef1f63d4de127611c1b82b1c4c2aa2a70878227cc6863e546276b5b2e
000164_02,000164,ready,exo_view,416,images/000164_02_ready_exo_view.jpg,51241,872f41e4434f5b5e2091d5aebfc3540a15a451ed2c28514472d0dc6ac7629d58
000164_01,000164,early,front_view,209,images/000164_01_early_front_view.jpg,55359,f15394076b826c49c3e07034f62996851743f65992b083f47fc256b654121da7
000164_01,000164,ready,front_view,239,images/000164_01_ready_front_view.jpg,50578,e37438e89023b758ba4f5e80754bcdef73f5aaae5580d18168e7649ec069e064
000164_02,000164,early,front_view,386,images/000164_02_early_front_view.jpg,56951,4feeeffb26b54fd1f862e2373f698575d770a51db35c2d1fe2fedafc42e34404
000164_02,000164,ready,front_view,416,images/000164_02_ready_front_view.jpg,48861,5b26bd7a2630e188d64345673afd80926f0025a5f3726b62bcea27815ce020eb
000164_01,000164,early,human_front_view,209,images/000164_01_early_human_front_view.jpg,66363,8d604fd5b3cbb963a63376cc29426b8307e02ca0179955da785eccfdfa9a641c
000164_01,000164,ready,human_front_view,239,images/000164_01_ready_human_front_view.jpg,75349,8caf192258f130a3b4a07cd891f86a40f3568caa8851573453b8b9a2364859c2
000164_02,000164,early,human_front_view,386,images/000164_02_early_human_front_view.jpg,36996,d89178807c3ca1a9dce70ae346c3c9532792c70c0d2745ee8113d28eb4da73ea
000164_02,000164,ready,human_front_view,416,images/000164_02_ready_human_front_view.jpg,75363,b17bd6c05fc69f9a05dc365e89de7a14f7d2134f9f15d3b4c3ba5573b5973a1f
000164_01,000164,early,left_wrist_view,209,images/000164_01_early_left_wrist_view.jpg,32541,9d2efda8807febeca8b2815caaf1dd7a80c80ace2c825ee526dcfe275b0343d0
000164_01,000164,ready,left_wrist_view,239,images/000164_01_ready_left_wrist_view.jpg,30327,86d122925bb77331f01303d0bd61ae41d4ba9de5796fc20a1ceceed51bbf0137
000164_02,000164,early,left_wrist_view,386,images/000164_02_early_left_wrist_view.jpg,36016,c5d959af664c5103e174f6c31905b10fb704d792bb58272a5d70fb9b5f3c4c9c
000164_02,000164,ready,left_wrist_view,416,images/000164_02_ready_left_wrist_view.jpg,38280,f7d1afc423afc66da9478259cfefa73dde95bca4c5dfe14b8db7be00e339587e
000164_01,000164,early,right_wrist_view,209,images/000164_01_early_right_wrist_view.jpg,41593,a3446fb4c546cbd6684b83abb25e72d69313993223592e10ab96f1e3b502d64d
000164_01,000164,ready,right_wrist_view,239,images/000164_01_ready_right_wrist_view.jpg,41816,ca85dc68a33e3c724ec22b86c6212b772024cdcd1ca40a3976d8dc741ad93408
000164_02,000164,early,right_wrist_view,386,images/000164_02_early_right_wrist_view.jpg,34697,c2944ca4b9601c0982162e550bc0d65cf96cab668dfe391aecb8abf84edc0778
000164_02,000164,ready,right_wrist_view,416,images/000164_02_ready_right_wrist_view.jpg,38570,b6eaff7c443c1c6dbbab9792c205fe20a44286caf38f991f794c148b1d50bc9b
000177_01,000177,early,exo_view,190,images/000177_01_early_exo_view.jpg,48926,48406f34b1b72ca3084a686268a00aa00d51eb8b9b2f9fa25688cc3564c9318d
000177_01,000177,ready,exo_view,216,images/000177_01_ready_exo_view.jpg,50611,5c3377b59b5b63c4ed1745b2aa59195e71cd02880b5454be3a45425c75746862
000177_02,000177,early,exo_view,348,images/000177_02_early_exo_view.jpg,50843,bea390038e751bce00958e7c90a61209a4bedc334de63a4d43142fdc8248a273
000177_02,000177,ready,exo_view,374,images/000177_02_ready_exo_view.jpg,50892,46d1d3d285aeeca76cd344bc0e5cec2fed2f1f8e8422bd9cbe074bec39faad6d
000177_01,000177,early,front_view,190,images/000177_01_early_front_view.jpg,54095,42089e6a7b2a0a75297475837b4d7f8bfbbe3272ec7208ca221603c8bd3186ce
000177_01,000177,ready,front_view,216,images/000177_01_ready_front_view.jpg,49313,756c59e3f28186e3da1684964e242959233480895c44e7a476d4f54a54186eca
000177_02,000177,early,front_view,348,images/000177_02_early_front_view.jpg,52450,35a8b62d341a48c1ffffdb4aec2c9ca54d50be33add129a57b1d6ee0ddac92ec
000177_02,000177,ready,front_view,374,images/000177_02_ready_front_view.jpg,48641,7f453b36da99fb872d1d68ef8720d087fca8f547ffacc180c9c9b21473daf26b
000177_01,000177,early,human_front_view,190,images/000177_01_early_human_front_view.jpg,51526,3548f0e2c72f7c259a968702756c591ba9a96facddb65f74880eadc34f8e0221
000177_01,000177,ready,human_front_view,216,images/000177_01_ready_human_front_view.jpg,69738,b2ee47fa14c2e7a3bd128b6f2335a9aeace440b7215e7ea7776ecce9098348bb
000177_02,000177,early,human_front_view,348,images/000177_02_early_human_front_view.jpg,56631,6f851616ed52e553fea9aab090e0f99198b5dd8922a404d68728fda9edf72d8c
000177_02,000177,ready,human_front_view,374,images/000177_02_ready_human_front_view.jpg,74204,447835b570e887b925dd0b0e1fdd2d5b40de78c656be27c91fa4ca374a5a900c
000177_01,000177,early,left_wrist_view,190,images/000177_01_early_left_wrist_view.jpg,38484,2b1d96e1ed192af36d8c988d03b0e6ff4d11d8ddfeb7f34a553e34d322d17bda
000177_01,000177,ready,left_wrist_view,216,images/000177_01_ready_left_wrist_view.jpg,34417,d1a0ad1f41b1a486c9d6bb1f8fe2001f3e1a4d9ee1775dc4f5fdaf9b15159e3d
000177_02,000177,early,left_wrist_view,348,images/000177_02_early_left_wrist_view.jpg,30241,7aee27573070b2e2c47f4107af2d39711d3bab88060197be389b31c14426de06
000177_02,000177,ready,left_wrist_view,374,images/000177_02_ready_left_wrist_view.jpg,34740,b50acfa10a43af958c0b8cbddbe7aec69c4b46d948fb38b6cb779dafc83e2d47
000177_01,000177,early,right_wrist_view,190,images/000177_01_early_right_wrist_view.jpg,44373,45a64641829ca265f169db27c4a2ee34288ed821ea095d382a7c47678d5ad531
000177_01,000177,ready,right_wrist_view,216,images/000177_01_ready_right_wrist_view.jpg,55500,8954ff5f7a57ded90aaa9cc0eb551352caf3cd79ad95e53666dafae05cf930bf
000177_02,000177,early,right_wrist_view,348,images/000177_02_early_right_wrist_view.jpg,37073,a9642619f6393fd5a428426b2774a2887f53f0b4d1c992a206609dc2e2ff437a
000177_02,000177,ready,right_wrist_view,374,images/000177_02_ready_right_wrist_view.jpg,45232,4a2373b02465104339ed85ed170fc331ce13fd8a084440f3d31082d2e37e0db8
000184_01,000184,early,exo_view,186,images/000184_01_early_exo_view.jpg,47777,44e9f96dcd8a0ff35d52910cb19c9e8f11f92a5153bf2fabe1269fb8101702b4
000184_01,000184,ready,exo_view,211,images/000184_01_ready_exo_view.jpg,50034,a83b20fe38a92f6b6375f972892e4d46f2ba0459d63df272363599476d88e09d
000184_02,000184,early,exo_view,362,images/000184_02_early_exo_view.jpg,49314,fcf05faccdf6bb37f16e2930705c64970a8b99d7c446e9e8a9eaa9bca06bd425
000184_02,000184,ready,exo_view,387,images/000184_02_ready_exo_view.jpg,49813,8ff955ad6326d7584c6b5061f2deacf3e1ecf3757e5f1cc1cfec3acf90a2feda
000184_01,000184,early,front_view,186,images/000184_01_early_front_view.jpg,54853,a174e76f625c0d930146dcebf6e9894d7786678662942e5d0fe53e3e44fd6cee
